"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"FOR21030149";"Viðtalsbeiðni til ráðherra varðandi áform góðgerðafélags";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030148";"Viðtalsbeiðni til ráðherra varðandi Óbyggðanefnd";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030147";"85. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030146";"84. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030145";"Auglýsingar frá Samráðsgátt - mál til samráðs - 2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030144";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi loftslagsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030143";"Ásjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030142";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030141";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030140";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030139";"Kvörtun yfir störfum úrskurðarnefndar um upplýsingamál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030138";"Erindi frá umboðsmanni Alþingis";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030137";"Tölvumál Stjórnarráðsins";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030136";"Yfirlestur á stjórnarfrumvarpi dómsmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030135";"Fyrirspurn til ráðuneytis varðandi framkvæmdaráætlun í málefnum fatlaðs fólks fyrir árin 2017-2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030134";"Fyrirspurn til ráðuneytis varðandi úthlutun nýtingarréttar orkuauðlinda";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030133";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030132";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030131";"Ábending til ráðuneytis varðandi hæfnisnefnd um mat á hæfni umsækjenda um starf forsetaritara";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030130";"Fyrirspurn til ráðuneytis varðandi séreignasparnað";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030129";"Mannauðsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030128";"Til umsagnar - Frumvarp til laga um breytingu á lögum um þjóðsöng Íslendinga, nr. 7/1983 (afnám takmarkana)";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030127";"Laust númer";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030126";"Beiðni um ávarp - Foreign Policy and International Affairs";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030125";"Fyrirspurn til ráðuneytis varðandi samráðsgátt";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030124";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030123";"Boð til ráðherra - tónleikar Stórsveitar Reykjavíkur";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030122";"Beiðni um ávarp - Alþjóðlegur dagur útrýmingu rasisma og kynþáttafordóma";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030121";"Yfirlestur á stjórnarfrumvarpi félags- og barnamálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030120";"Yfirlestur á stjórnarfrumvarpi forsætisráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030119";"140. fundur ráðherranefndar um ríkisfjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030118";"Erlend samskipti varðandi ræðismannsstöðu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030117";"Fyrirspurn til ráðuneytis varðandi friðaruppbyggingu í opinberri stjórnsýslu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030116";"Boð til ráðherra - Grammy-veisla Sinfóníuhljómsveitar Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030115";"Fjárfestingar á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030114";"Atvinnuvega- og nýsköpunarmál - Nýsköpunarvika";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030113";"Framsent erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og 2. mgr. 14. gr. laga nr. 70/1996";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030112";"Boð á ráðstefnu - Congress of Nations and States";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030111";"Ábending til ríkisstjórnar varðandi ferðamál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030110";"Yfirlestur á stjórnarfrumvarpi mennta- og menningarmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030109";"Yfirlestur á stjórnarfrumvarpi mennta- og menningarmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030108";"Yfirlestur á stjórnarfrumvarpi umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030107";"Yfirlestur á stjórnarfrumvarpi mennta- og menningarmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030106";"Fyrirspurn frá Alþingi - Þskj. 978 - um skráningu samskipta í ráðuneytinu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030105";"Fyrirspurn til ráðuneytis varðandi greinar ráðherra í Morgunblaðinu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030104";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi heimsfaraldurinn, loftslagsbreytingar, jafnrétti kynjanna og jarðskjálfta";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030103";"Beiðni um lestur ljóðs á ljóðamaraþoni - 88 poets to change the world";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030102";"Viðtalsbeiðni til ráðherra vegna fyrirhugaðs safns";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030101";"Stýrihópur um verkefni um eflingu umhverfis- og loftslagsvænna nýfjárfestinga á landsvísu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030100";"Beiðni um samvinnu varðandi spillingarvarnir";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030099";"Beiðni til ráðherra að svara spurningum varðandi vistfræði, efnahag og félagsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030098";"Viðtalsbeiðni til ráðherra varðandi COVID-19";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030097";"Yfirlestur á stjórnarfrumvarpi umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030096";"Beiðni um ávarp - Resilience Congress";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030095";"Beiðni um ávarp - The Nordic Race to a Fossil Free Transportation Sector";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030094";"Varnir vegna eldsumbrota á Reykjanesi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030093";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030092";"Jafnlaunastaðfesting";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030091";"139. fundur ráðherranefndar um ríkisfjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030090";"Viðtalsbeiðni til ráðherra í hlaðvarpið Normið";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030089";"Yfirlestur þingsályktunnartillögu umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030088";"Viðtalsbeiðni til ráðherra varðandi menningarstaðinn Odda";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030087";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030086";"Samningur um styrktarframlag - samstarf íslenskudeildar Manitobaháskóla og Háskóla Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030085";"Hagstofa Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030084";"Vefmál forsætisráðuneytisins - Beiðnir ofl.";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030083";"Ályktun/áskorun - sign onto the MAPS";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030082";"Viðtalsbeiðni til ráðherra varðandi sjálfbærni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030081";"Fyrirspurn til ráðuneytis frá fjölmiðli varðandi beiðni um undaþágu á sóttvarnartakmörkunum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030080";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030079";"138. fundur ráðherranefndar um ríkisfjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030078";"137. fundur ráðherranefndar um ríkisfjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030077";"Fyrirspurn til ráðuneytis varðandi atkvæðagreiðslu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030076";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030075";"Þjóðlendur- beiðni um umsögn við Landsskipulagsstefnu 2015-2026";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030074";"Yfirlestur á stjórnarfrumvarpi heilbrigðisráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030073";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030072";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030071";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi COVID-19";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030070";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030069";"Yfirlestur á stjórnarfrumvarpi umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030068";"Yfirlestur á þingsályktunartillögu heilbrigðisráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030067";"Yfirlestur á stjórnarfrumvarpi ferðamála-, iðnaðar- og nýsköpunarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030066";"Starfshópur um launagagnsæi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030065";"Yfirlestur á stjórnarfrumvarpi dómsmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030064";"Ábending til ríkisstjórnar varðandi ferðalög án takmarkana á milli Íslands og Bretlands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030063";"Vinnuhópur - Hátíðardagskrá á Austurvelli 17. júní 2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030062";"Yfirlýsing í tilefni alþjóðlegs baráttudags kvenna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030061";"Boð á ráðstefnu - Solve at MIT";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030060";"Opið bréf til forsætisráðherra Norðurlandanna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030059";"Fyrirspurn til ráðuneytis frá fjölmiðli varðandi viðbrögð forsætisráðherra vegna úrskurðar héraðsdóms";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030058";"Ábending til ráðuneytis varðandi heilbrigðismál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030057";"Yfirlestur á stjórnarfrumvarpi samgöngu- og sveitarstjórnarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030056";"Breytingar á forsetaúrskurði um skiptingu stjórnarmálefna milli ráðuneyta vegna lagabreytinga";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030055";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030054";"Yfirlestur á stjórnarfrumvarpi dómsmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030053";"Fyrirspurn til ráðuneytis varðandi siðareglur kjörinna fulltrúa";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030052";"Umboðsmaður Alþingis - afrit af áliti máls nr. 10055/2019";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030051";"Hringborð Norðurslóða";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030050";"Brottfall laga um vísitölu byggingarkostnaðar";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030049";"59. fundur ráðherranefndar um efnahagsmál og endurskipulagningu fjármálakerfisins";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030048";"Ábending til ríkisstjórnar varðandi minjar í hættu á Reykjanesi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030047";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030046";"Beiðni um tilnefningu í verkefnastjórn aðgerðaráætlunar í loftslagsmálum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030045";"Yfirlestur á stjórnarfrumvarpi samgöngu- og sveitarstjórnarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030044";"Yfirlestur á stjórnarfrumvarpi umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030043";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030042";"Þátttaka í vinnustofu um vernd uppljóstrara";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030041";"Viðtalsbeiðni til ráðherra varðandi fánalög";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030040";"Uppfærð endurskoðuð þingmálaskrá 151. löggjafarþings";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030039";"Yfirlestur á stjórnarfrumvarpi sjávarútvegs- og landbúnaðarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030038";"Fyrirspurn til ráðuneytis varðandi skráningu samskipta";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030037";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030036";"Viðtalsbeiðni til ráðherra varðandi sögu Norðurlandanna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030035";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030034";"Yfirlestur á stjórnarfrumvarpi heilbrigðisráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030033";"Ungmennaráð heimsmarkmiðanna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030032";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030030";"Yfirlestur þingsályktunartillögu utanríks- og þróunarsamvinnuráðherra - EES 235/2020";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030029";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030028";"Beiðni um umsögn - Suðurhlið Langjökuls, íshellar, aðalskipulagsbreyting";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030027";"136. fundur ráðherranefndar um ríkisfjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030026";"83. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030025";"4. fundur ráðherranefndar um loftslagsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030024";"Beiðni um greinar - sameiginleg grein á alþjóðlegum baráttudegi kvenna 8. mars";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030023";"Ásjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030022";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030021";"Yfirlestur á stjórnarfrumvarpi samgöngu- og sveitarstjórnarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030020";"Yfirlestur á stjórnarfrumvarpi heilbrigðisráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030019";"Öryggismál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030018";"Fyrirspurn til ráðuneytis varðandi íslenska fánann";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030017";"Laust númer";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030016";"Viðtalsbeiðni til ráðherra - Loftlagsþátturinn Hvað getum við gert?";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030015";"Boð á ráðstefnu - COP26 - Innleiðing Parísarsamkomulagsins";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030014";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030013";"Beiðni um ávarp á Fair Pay Check verðlaunahátíð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030012";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030011";"82. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030010";"Ferill fyrir ritun minnisblaða";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030009";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030008";"Beiðni um ávarp á Búnaðarþingi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030007";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030006";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030005";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030004";"Fyrirspurn til ráðuneytis frá fjölmiðli varðandi tekjusögu.is";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030003";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi COVID-19";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030002";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi efnahagshrunið og COVID-19";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030001";"Áskorun til ríkisstjórnar varðandi þátttöku í kostnaði við innflutning og þjálfun leiðsöguhunda";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020198";"Greinargerð jafnréttisfulltrúa 2020";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020197";"Samráðsgátt";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020196";"Þjóðlendur - leyfi";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020195";"Þjóðlendur - leyfi";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020194";"Þjóðlendur - leyfi";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020193";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðuneytis";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020192";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
"FOR21020191";"Loftlagsmál";"2021";"02";"Félags- og vinnumarkaðsráðuneytið"
